"","ensembl_gene_id","mgi_symbol"
"15771","ENSMUSG00000087417","Gm13001"
"15772","ENSMUSG00000002983","Relb"
"15773","ENSMUSG00000085542","1700037C06Rik"
"15774","ENSMUSG00000015291","Gdi1"
"15775","ENSMUSG00000094078","Vmn1r81"
"15776","ENSMUSG00000028407","Toporsos"
"15777","ENSMUSG00000049160","4930469G21Rik"
"15778","ENSMUSG00000021453","Gadd45g"
"15779","ENSMUSG00000074882","Cyp2c68"
"15780","ENSMUSG00000026573","Xcl1"
"15781","ENSMUSG00000079478","Sssca1"
"15782","ENSMUSG00000044835","Ankrd45"
"15783","ENSMUSG00000096336","Igkv1-135"
"15784","ENSMUSG00000023328","Ache"
"15785","ENSMUSG00000036822","Topors"
"15786","ENSMUSG00000075010","AW112010"
"15787","ENSMUSG00000075102","Olfr1221"
"15788","ENSMUSG00000026574","Dpt"
"15789","ENSMUSG00000041263","Rusc1"
"15790","ENSMUSG00000087647","Gm15407"
"15791","ENSMUSG00000035285","Nat14"
"15792","ENSMUSG00000025900","Rp1"
"15793","ENSMUSG00000018001","Cyth3"
"15794","ENSMUSG00000029128","Rab28"
"15795","ENSMUSG00000027861","Casq2"
"15796","ENSMUSG00000014353","Tmem87b"
"15797","ENSMUSG00000078799","Sult2a5"
"15798","ENSMUSG00000089766","Gm16538"
"15799","ENSMUSG00000020832","Eral1"
"15800","ENSMUSG00000030243","Recql"
"15801","ENSMUSG00000037921","Ddx60"
"15802","ENSMUSG00000087034","Cbfa2t2-ps1"
"15803","ENSMUSG00000030167","Klrc1"
"15804","ENSMUSG00000079606","Gm595"
"15805","ENSMUSG00000016756","Cmah"
"15806","ENSMUSG00000030533","Unc45a"
"15807","ENSMUSG00000049028","Olfr873"
"15808","ENSMUSG00000092312","Zfp419"
"15809","ENSMUSG00000085000","Gm14553"
"15810","ENSMUSG00000060671","Atp8b2"
"15811","ENSMUSG00000098159","Gm21614"
"15812","ENSMUSG00000048782","Insc"
"15813","ENSMUSG00000058831","Opn1sw"
"15814","ENSMUSG00000031386","Hcfc1"
"15815","ENSMUSG00000087199","Gm15818"
"15816","ENSMUSG00000095773","Vmn2r38"
"15817","ENSMUSG00000098102","Gm2467"
"15818","ENSMUSG00000029468","P2rx7"
"15819","ENSMUSG00000060600","Eno3"
"15820","ENSMUSG00000025916","Ppp1r42"
"15821","ENSMUSG00000048970","C1galt1c1"
"15822","ENSMUSG00000095286","Olfr117"
"15823","ENSMUSG00000031932","Gpr83"
"15824","ENSMUSG00000021194","Chga"
"15825","ENSMUSG00000085843","Kank4os"
"15826","ENSMUSG00000029679","Hyal6"
"15827","ENSMUSG00000035407","Kank4"
"15828","ENSMUSG00000098054","Gm8192"
"15829","ENSMUSG00000046240","Hepacam"
"15830","ENSMUSG00000029767","Calu"
"15831","ENSMUSG00000085676","4930555O08Rik"
"15832","ENSMUSG00000031709","Tbc1d9"
"15833","ENSMUSG00000032744","Heyl"
"15834","ENSMUSG00000056148","Rdh9"
"15835","ENSMUSG00000081526","Gm7219"
"15836","ENSMUSG00000027835","Pdcd10"
"15837","ENSMUSG00000028973","Abcb8"
"15838","ENSMUSG00000029076","Sdf4"
"15839","ENSMUSG00000026918","Brd3"
"15840","ENSMUSG00000045435","Tmem60"
"15841","ENSMUSG00000081650","Gm16181"
"15842","ENSMUSG00000073245","Gm14819"
"15843","ENSMUSG00000089789","Rdh1"
"15844","ENSMUSG00000042419","Nfkbil1"
"15845","ENSMUSG00000092575","Gm5583"
"15846","ENSMUSG00000024403","Atp6v1g2"
"15847","ENSMUSG00000085611","Ap3s1-ps1"
"15848","ENSMUSG00000022110","Sucla2"
"15849","ENSMUSG00000029161","Cgref1"
"15850","ENSMUSG00000083720","Gm12901"
"15851","ENSMUSG00000085634","Gm15290"
"15852","ENSMUSG00000047671","Tctex1d4"
"15853","ENSMUSG00000020219","Timm13"
"15854","ENSMUSG00000083681","Gm6640"
"15855","ENSMUSG00000029680","Hyal4"
"15856","ENSMUSG00000097495","Gm26651"
"15857","ENSMUSG00000020038","Cry1"
"15858","ENSMUSG00000028680","Plk3"
"15859","ENSMUSG00000059406","Tmprss9"
"15860","ENSMUSG00000083854","Dnajc19-ps"
"15861","ENSMUSG00000058200","Olfr66"
"15862","ENSMUSG00000024266","Adad2"
"15863","ENSMUSG00000085793","Lin52"
"15864","ENSMUSG00000037822","Smim14"
"15865","ENSMUSG00000032688","Malt1"
"15866","ENSMUSG00000086344","Gm11345"
"15867","ENSMUSG00000034462","Pkd2"
"15868","ENSMUSG00000039968","Rsbn1l"
"15869","ENSMUSG00000083165","Gm11344"
"15870","ENSMUSG00000037108","Zcwpw1"
"15871","ENSMUSG00000084788","Gm11342"
"15872","ENSMUSG00000091268","Igkv17-134"
"15873","ENSMUSG00000057074","Ces1g"
"15874","ENSMUSG00000027429","Sec23b"
"15875","ENSMUSG00000097040","2610316D01Rik"
"15876","ENSMUSG00000047678","Gpr82"
"15877","ENSMUSG00000075101","Olfr1222"
"15878","ENSMUSG00000015579","Nkx2-5"
"15879","ENSMUSG00000049691","Nkx3-2"
"15880","ENSMUSG00000005470","Asf1b"
"15881","ENSMUSG00000078838","Gm17382"
"15882","ENSMUSG00000083973","Gm13459"
"15883","ENSMUSG00000092539","Gm20468"
"15884","ENSMUSG00000082962","Gm10601"
"15885","ENSMUSG00000024730","Ms4a8a"
"15886","ENSMUSG00000041068","4930596D02Rik"
"15887","ENSMUSG00000004933","Matk"
"15888","ENSMUSG00000067780","Pi15"
"15889","ENSMUSG00000047842","Diras2"
"15890","ENSMUSG00000082897","Gm11982"
"15891","ENSMUSG00000085321","4930412F09Rik"
"15892","ENSMUSG00000072616","Gm7853"
"15893","ENSMUSG00000039032","Tsga13"
"15894","ENSMUSG00000063615","Olfr64"
"15895","ENSMUSG00000058132","Vmn1r82"
"15896","ENSMUSG00000041236","Vps41"
"15897","ENSMUSG00000021254","Gpatch2l"
"15898","ENSMUSG00000084965","Gm13857"
"15899","ENSMUSG00000075100","Olfr1223"
"15900","ENSMUSG00000046245","Pilra"
"15901","ENSMUSG00000040627","Aicda"
"15902","ENSMUSG00000082333","Gm11984"
"15903","ENSMUSG00000015843","Rxrg"
"15904","ENSMUSG00000029201","Ugdh"
"15905","ENSMUSG00000052131","Akr1b7"
"15906","ENSMUSG00000071532","Gm10335"
"15907","ENSMUSG00000026447","Pik3c2b"
"15908","ENSMUSG00000039116","Adgrg6"
"15909","ENSMUSG00000018500","Adora2b"
"15910","ENSMUSG00000039838","Slc45a1"
"15911","ENSMUSG00000028392","Bspry"
"15912","ENSMUSG00000094491","Igkv1-133"
"15913","ENSMUSG00000090192","Gm16556"
"15914","ENSMUSG00000085146","Eif2c5"
"15915","ENSMUSG00000024222","Fkbp5"
"15916","ENSMUSG00000089931","Gm8459"
"15917","ENSMUSG00000025004","Cyp2c40"
"15918","ENSMUSG00000090044","Gm16557"
"15919","ENSMUSG00000018648","Dusp14"
"15920","ENSMUSG00000035314","Gdpd5"
"15921","ENSMUSG00000020431","Adcy1"
"15922","ENSMUSG00000096405","4930474N05Rik"
"15923","ENSMUSG00000023307","March5"
"15924","ENSMUSG00000032051","Fdx1"
"15925","ENSMUSG00000087373","Gm15892"
"15926","ENSMUSG00000083848","Gm7309"
"15927","ENSMUSG00000069495","Epc2"
"15928","ENSMUSG00000029417","Cxcl9"
"15929","ENSMUSG00000086870","Gm15288"
"15930","ENSMUSG00000044566","Cage1"
"15931","ENSMUSG00000075099","Olfr1224-ps1"
"15932","ENSMUSG00000053161","Daw1"
"15933","ENSMUSG00000085635","Gm14565"
"15934","ENSMUSG00000085481","Gm16304"
"15935","ENSMUSG00000083646","Gm6088"
"15936","ENSMUSG00000097488","4732487G21Rik"
"15937","ENSMUSG00000082723","Gm14564"
"15938","ENSMUSG00000037416","Dmxl1"
"15939","ENSMUSG00000073794","I0C0044D17Rik"
"15940","ENSMUSG00000056268","Dennd1b"
"15941","ENSMUSG00000085100","Gm13324"
"15942","ENSMUSG00000046441","Cmtr2"
"15943","ENSMUSG00000017686","Rhot1"
"15944","ENSMUSG00000053702","Nebl"
"15945","ENSMUSG00000084188","Gm12851"
"15946","ENSMUSG00000034520","Gjc1"
"15947","ENSMUSG00000014243","Zswim7"
"15948","ENSMUSG00000066896","Olfr18"
"15949","ENSMUSG00000026171","Rnf25"
"15950","ENSMUSG00000081889","Gm13188"
"15951","ENSMUSG00000092620","Gm18201"
"15952","ENSMUSG00000086913","Gm14019"
"15953","ENSMUSG00000006304","Arpc2"
"15954","ENSMUSG00000081220","Gm14542"
"15955","ENSMUSG00000086018","Gm13179"
"15956","ENSMUSG00000041817","Fam169a"
"15957","ENSMUSG00000051735","Rinl"
"15958","ENSMUSG00000039652","Cpeb3"
"15959","ENSMUSG00000082586","Sult2a-ps1"
"15960","ENSMUSG00000028001","Fga"
"15961","ENSMUSG00000067610","Klri1"
"15962","ENSMUSG00000044400","Sowahd"
"15963","ENSMUSG00000084859","1700080N15Rik"
"15964","ENSMUSG00000055360","Prl2c5"
"15965","ENSMUSG00000024729","1700017D01Rik"
"15966","ENSMUSG00000051361","6030498E09Rik"
"15967","ENSMUSG00000081147","Gm6024"
"15968","ENSMUSG00000087355","Gm13187"
"15969","ENSMUSG00000084372","Gm13988"
"15970","ENSMUSG00000086458","Gm2639"
"15971","ENSMUSG00000080896","Gm14567"
"15972","ENSMUSG00000096225","Lhx8"
"15973","ENSMUSG00000079069","8430423G03Rik"
"15974","ENSMUSG00000019888","Mgat4c"
"15975","ENSMUSG00000049152","Ugt3a2"
"15976","ENSMUSG00000084030","Gm16423"
"15977","ENSMUSG00000085639","Gm15410"
"15978","ENSMUSG00000092548","Vmn2r-ps41"
"15979","ENSMUSG00000037750","Fam222b"
"15980","ENSMUSG00000025089","Gfra1"
"15981","ENSMUSG00000084039","Gm14551"
"15982","ENSMUSG00000045896","Paip2b"
"15983","ENSMUSG00000084247","Gm14566"
"15984","ENSMUSG00000042386","Tex13b"
"15985","ENSMUSG00000033356","Pus7l"
"15986","ENSMUSG00000043932","Klri2"
"15987","ENSMUSG00000079619","Cypt15"
"15988","ENSMUSG00000085936","2610307P16Rik"
"15989","ENSMUSG00000082165","Gm7091"
"15990","ENSMUSG00000039629","Strip2"
"15991","ENSMUSG00000060727","Gm12571"
"15992","ENSMUSG00000085237","Gm15406"
"15993","ENSMUSG00000055333","Fat2"
"15994","ENSMUSG00000086610","Gm15408"
"15995","ENSMUSG00000098076","Gm6981"
"15996","ENSMUSG00000086785","Gm6081"
"15997","ENSMUSG00000071491","Vmn1r209"
"15998","ENSMUSG00000021239","Vsx2"
"15999","ENSMUSG00000082861","Gm11362"
"16000","ENSMUSG00000026718","Stam"
"16001","ENSMUSG00000085971","Gm15411"
"16002","ENSMUSG00000095901","Olfr538"
"16003","ENSMUSG00000057762","Gm6169"
"16004","ENSMUSG00000006476","Nsmf"
"16005","ENSMUSG00000069456","Rdh16"
"16006","ENSMUSG00000041298","Katnal1"
"16007","ENSMUSG00000030762","Aqp8"
"16008","ENSMUSG00000046798","Cldn12"
"16009","ENSMUSG00000028672","Hmgcl"
"16010","ENSMUSG00000030095","Tmem43"
"16011","ENSMUSG00000019813","Cep57l1"
"16012","ENSMUSG00000038422","Hdhd3"
"16013","ENSMUSG00000082931","Gm13586"
"16014","ENSMUSG00000020270","Smim23"
"16015","ENSMUSG00000093942","Olfr46"
"16016","ENSMUSG00000054031","Rdh18-ps"
"16017","ENSMUSG00000026749","Nek6"
"16018","ENSMUSG00000082658","Fau-ps2"
"16019","ENSMUSG00000031430","Vsig1"
"16020","ENSMUSG00000081208","Gm11400"
"16021","ENSMUSG00000087111","Gm11399"
"16022","ENSMUSG00000022508","Bcl6"
"16023","ENSMUSG00000059854","Hydin"
"16024","ENSMUSG00000021010","Npas3"
"16025","ENSMUSG00000023764","Sfi1"
"16026","ENSMUSG00000096069","Olfr61"
"16027","ENSMUSG00000085869","Gm16079"
"16028","ENSMUSG00000078747","Gm20878"
"16029","ENSMUSG00000022805","Maats1"
"16030","ENSMUSG00000045519","Zfp560"
"16031","ENSMUSG00000087272","Gm15409"
"16032","ENSMUSG00000086058","Unc45bos"
"16033","ENSMUSG00000031775","Pllp"
"16034","ENSMUSG00000075324","Fign"
"16035","ENSMUSG00000054404","Slfn5"
"16036","ENSMUSG00000066804","Vmn1r83"
"16037","ENSMUSG00000018377","Vezf1"
"16038","ENSMUSG00000079641","Rpl39"
"16039","ENSMUSG00000093880","Tmem181c-ps"
"16040","ENSMUSG00000021843","Ktn1"
"16041","ENSMUSG00000066803","Vmn1r84"
"16042","ENSMUSG00000031165","Was"
"16043","ENSMUSG00000085761","4930455G09Rik"
"16044","ENSMUSG00000087002","Gm16277"
"16045","ENSMUSG00000082902","Ccl19-ps1"
"16046","ENSMUSG00000083303","Gm12110"
"16047","ENSMUSG00000050490","Gm8394"
"16048","ENSMUSG00000052160","Pld4"
"16049","ENSMUSG00000084010","Gm13302"
"16050","ENSMUSG00000038039","Gcc2"
"16051","ENSMUSG00000082581","Gm13761"
"16052","ENSMUSG00000087702","Gm13575"
"16053","ENSMUSG00000095141","Gm28891"
"16054","ENSMUSG00000085730","Gm13307"
"16055","ENSMUSG00000000103","Zfy2"
"16056","ENSMUSG00000081324","Gm14550"
"16057","ENSMUSG00000081254","Gm12112"
"16058","ENSMUSG00000085361","Gm16305"
"16059","ENSMUSG00000085402","Gm12111"
"16060","ENSMUSG00000094065","Gm21541"
"16061","ENSMUSG00000082127","Gm13577"
"16062","ENSMUSG00000018845","Unc45b"
"16063","ENSMUSG00000081065","Gm13576"
"16064","ENSMUSG00000020928","Higd1b"
"16065","ENSMUSG00000006638","Abhd1"
"16066","ENSMUSG00000042248","Cyp2c37"
"16067","ENSMUSG00000040616","Tmem51"
"16068","ENSMUSG00000087568","Maats1os"
"16069","ENSMUSG00000002057","Foxn1"
"16070","ENSMUSG00000033209","Ttc28"
"16071","ENSMUSG00000033102","Cdc14b"
"16072","ENSMUSG00000020580","Rock2"
"16073","ENSMUSG00000029682","Spam1"
"16074","ENSMUSG00000042219","Olfr631"
"16075","ENSMUSG00000073728","Tmem51os1"
"16076","ENSMUSG00000032044","Rpusd4"
"16077","ENSMUSG00000087386","Gm15637"
"16078","ENSMUSG00000048495","Tyw5"
"16079","ENSMUSG00000043029","Trpv3"
"16080","ENSMUSG00000073116","Gm10471"
"16081","ENSMUSG00000042589","Cux2"
"16082","ENSMUSG00000002588","Pon1"
"16083","ENSMUSG00000085574","Gm13053"
"16084","ENSMUSG00000021693","Kif2a"
"16085","ENSMUSG00000073938","Olfr632"
"16086","ENSMUSG00000061296","Vmn1r210"
"16087","ENSMUSG00000024728","1700025F22Rik"
"16088","ENSMUSG00000082147","Gm14570"
"16089","ENSMUSG00000066828","Vmn2r37"
"16090","ENSMUSG00000031779","Ccl22"
"16091","ENSMUSG00000085107","Gm4764"
"16092","ENSMUSG00000083845","Gm14571"
"16093","ENSMUSG00000020658","Efr3b"
"16094","ENSMUSG00000094819","Olfr53"
"16095","ENSMUSG00000082799","Gm14554"
"16096","ENSMUSG00000051940","5031410I06Rik"
"16097","ENSMUSG00000040139","9430038I01Rik"
"16098","ENSMUSG00000045404","Kcnk13"
"16099","ENSMUSG00000074156","Ces1h"
"16100","ENSMUSG00000030781","Slc5a2"
"16101","ENSMUSG00000094935","Gm9726"
"16102","ENSMUSG00000083297","Vmn1r-ps114"
"16103","ENSMUSG00000045302","Preb"
"16104","ENSMUSG00000032050","Rdx"
"16105","ENSMUSG00000081104","Gm15989"
"16106","ENSMUSG00000045246","Kcng4"
"16107","ENSMUSG00000056987","Fam71d"
"16108","ENSMUSG00000060227","Casc4"
"16109","ENSMUSG00000035799","Twist1"
"16110","ENSMUSG00000081913","Gm11803"
"16111","ENSMUSG00000083771","Gm15988"
"16112","ENSMUSG00000095134","Mid1-ps1"
"16113","ENSMUSG00000020496","Rnf187"
"16114","ENSMUSG00000063998","Vmn1r211"
"16115","ENSMUSG00000097409","Gm26832"
"16116","ENSMUSG00000022364","Tbc1d31"
"16117","ENSMUSG00000020864","Ankrd40"
"16118","ENSMUSG00000021214","Akr1c18"
"16119","ENSMUSG00000026750","Psmb7"
"16120","ENSMUSG00000073937","Olfr633"
"16121","ENSMUSG00000024558","Mapk4"
"16122","ENSMUSG00000086157","Gm14643"
"16123","ENSMUSG00000080751","Olfr634-ps1"
"16124","ENSMUSG00000067698","Gm10220"
"16125","ENSMUSG00000080903","Gm16383"
"16126","ENSMUSG00000078492","1700045H11Rik"
"16127","ENSMUSG00000080996","Gm4986"
"16128","ENSMUSG00000028967","Errfi1"
"16129","ENSMUSG00000083174","Gm7190"
"16130","ENSMUSG00000040726","Hesx1"
"16131","ENSMUSG00000087277","2010013B24Rik"
"16132","ENSMUSG00000082005","Gm7189"
"16133","ENSMUSG00000082037","Vmn1r-ps116"
"16134","ENSMUSG00000042641","Rgsl1"
"16135","ENSMUSG00000094520","Olfr635"
"16136","ENSMUSG00000025971","Maip1"
"16137","ENSMUSG00000082281","Gm4886"
"16138","ENSMUSG00000090263","D730045A05Rik"
"16139","ENSMUSG00000085833","Gm13003"
"16140","ENSMUSG00000057572","Zbtb8os"
"16141","ENSMUSG00000023336","Wfdc1"
"16142","ENSMUSG00000073209","Klf14"
"16143","ENSMUSG00000083962","Gm15707"
"16144","ENSMUSG00000056895","Hist3h2ba"
"16145","ENSMUSG00000054052","Rdh19"
"16146","ENSMUSG00000092341","Malat1"
"16147","ENSMUSG00000061186","Sfmbt2"
"16148","ENSMUSG00000071490","Vmn1r212"
"16149","ENSMUSG00000080806","Gm13005"
"16150","ENSMUSG00000080712","Hist3h2bb-ps"
"16151","ENSMUSG00000021282","Eif5"
"16152","ENSMUSG00000092267","Gm20417"
"16153","ENSMUSG00000086327","Slfn5os"
"16154","ENSMUSG00000047674","Pdha2"
"16155","ENSMUSG00000085097","Gm13049"
"16156","ENSMUSG00000093738","AI606473"
"16157","ENSMUSG00000082149","Gm13002"
"16158","ENSMUSG00000084314","Rps15a-ps3"
"16159","ENSMUSG00000094264","Gm11320"
"16160","ENSMUSG00000005469","Prkaca"
"16161","ENSMUSG00000042268","Slc26a9"
"16162","ENSMUSG00000085747","Slc13a2os"
"16163","ENSMUSG00000082340","Gm11321"
"16164","ENSMUSG00000098038","Gm8793"
"16165","ENSMUSG00000063077","Kif1b"
"16166","ENSMUSG00000081388","Gm11801"
"16167","ENSMUSG00000001095","Slc13a2"
"16168","ENSMUSG00000054889","Dsp"
"16169","ENSMUSG00000030780","BC017158"
"16170","ENSMUSG00000046411","Rps4l-ps"
"16171","ENSMUSG00000097998","Gm27019"
"16172","ENSMUSG00000059645","Gm7361"
"16173","ENSMUSG00000049551","Fzd9"
"16174","ENSMUSG00000036435","Exoc1"
"16175","ENSMUSG00000046062","Ppp1r15b"
"16176","ENSMUSG00000031429","Psmd10"
"16177","ENSMUSG00000029830","Svopl"
"16178","ENSMUSG00000081076","Rpsa-ps4"
"16179","ENSMUSG00000082268","Vmn1r-ps120"
"16180","ENSMUSG00000051502","Ufsp1"
"16181","ENSMUSG00000011751","Sptbn4"
"16182","ENSMUSG00000094485","Gm11322"
"16183","ENSMUSG00000006344","Ggt5"
"16184","ENSMUSG00000084894","Gm13834"
"16185","ENSMUSG00000001962","Fam50a"
"16186","ENSMUSG00000081060","Gm11318"
"16187","ENSMUSG00000028807","Zbtb8a"
"16188","ENSMUSG00000086421","Gm14091"
"16189","ENSMUSG00000031933","Izumo1r"
"16190","ENSMUSG00000027331","Knstrn"
"16191","ENSMUSG00000083665","Gm14575"
"16192","ENSMUSG00000083484","Gm14574"
"16193","ENSMUSG00000031778","Cx3cl1"
"16194","ENSMUSG00000084071","Gm13378"
"16195","ENSMUSG00000029030","Tprgl"
"16196","ENSMUSG00000021868","Ppif"
"16197","ENSMUSG00000044471","Lncpint"
"16198","ENSMUSG00000070811","Sult2a2"
"16199","ENSMUSG00000092561","Gm4011"
"16200","ENSMUSG00000025958","Creb1"
"16201","ENSMUSG00000093565","Rab26os"
"16202","ENSMUSG00000048399","Tprg"
"16203","ENSMUSG00000029029","Wrap73"
"16204","ENSMUSG00000074639","Rdh16f2"
"16205","ENSMUSG00000087312","Gm13833"
"16206","ENSMUSG00000086922","Gm13835"
"16207","ENSMUSG00000079657","Rab26"
"16208","ENSMUSG00000079418","Atg4a"
"16209","ENSMUSG00000059136","Olfr539"
"16210","ENSMUSG00000086748","Gm13261"
"16211","ENSMUSG00000086649","Gm15286"
"16212","ENSMUSG00000092274","Neat1"
"16213","ENSMUSG00000026312","Cdh7"
"16214","ENSMUSG00000049100","Pcdh10"
"16215","ENSMUSG00000089737","Gm15688"
"16216","ENSMUSG00000079064","Vmn1r-ps123"
"16217","ENSMUSG00000084287","Gm14576"
"16218","ENSMUSG00000066122","Olfr45"
"16219","ENSMUSG00000019528","Gyg"
"16220","ENSMUSG00000059921","Unc5c"
"16221","ENSMUSG00000092577","Gm7393"
"16222","ENSMUSG00000014245","Pigl"
"16223","ENSMUSG00000040613","Apobec1"
"16224","ENSMUSG00000080790","Gm7638"
"16225","ENSMUSG00000029678","Hyal5"
"16226","ENSMUSG00000045967","Gpr158"
"16227","ENSMUSG00000095419","Gm14328"
"16228","ENSMUSG00000039683","Sdk1"
"16229","ENSMUSG00000057997","Olfr541"
"16230","ENSMUSG00000035394","Cfap53"
"16231","ENSMUSG00000024858","Grk2"
"16232","ENSMUSG00000081944","Gm12276"
"16233","ENSMUSG00000026701","Prdx6"
"16234","ENSMUSG00000027860","Vangl1"
"16235","ENSMUSG00000021217","Tshz3"
"16236","ENSMUSG00000074420","Gm10693"
"16237","ENSMUSG00000028557","Rnf11"
"16238","ENSMUSG00000092308","Gm3623"
"16239","ENSMUSG00000097101","1810034E14Rik"
"16240","ENSMUSG00000015733","Capza2"
"16241","ENSMUSG00000018501","Ncor1"
"16242","ENSMUSG00000086600","C030005K06Rik"
"16243","ENSMUSG00000035164","Zc3h12c"
"16244","ENSMUSG00000072812","Ahnak2"
"16245","ENSMUSG00000021482","Aaed1"
"16246","ENSMUSG00000074417","Gm14548"
"16247","ENSMUSG00000062210","Tnfaip8"
"16248","ENSMUSG00000074418","Gm15930"
"16249","ENSMUSG00000061724","Gm2423"
"16250","ENSMUSG00000020844","Nxn"
"16251","ENSMUSG00000086025","4933406G16Rik"
"16252","ENSMUSG00000089942","Pira2"
"16253","ENSMUSG00000052752","Traf7"
"16254","ENSMUSG00000080846","Gm13379"
"16255","ENSMUSG00000002769","Gnmt"
"16256","ENSMUSG00000085680","Gm13327"
"16257","ENSMUSG00000074754","Smim26"
"16258","ENSMUSG00000048022","Tmem229a"
"16259","ENSMUSG00000079003","Samd1"
"16260","ENSMUSG00000078307","AI593442"
"16261","ENSMUSG00000060491","4930522H14Rik"
"16262","ENSMUSG00000000838","Fmr1"
"16263","ENSMUSG00000040857","Erf"
"16264","ENSMUSG00000087316","Gm11917"
"16265","ENSMUSG00000069670","Nkain2"
"16266","ENSMUSG00000030757","Zkscan2"
"16267","ENSMUSG00000031635","Anxa10"
"16268","ENSMUSG00000037594","BC022687"
"16269","ENSMUSG00000080917","Gm15925"
"16270","ENSMUSG00000086339","Gm11916"
"16271","ENSMUSG00000089916","Gm16160"
"16272","ENSMUSG00000081054","Gm12025"
"16273","ENSMUSG00000029044","4930584F24Rik"
"16274","ENSMUSG00000035298","Klhl35"
"16275","ENSMUSG00000022657","Cd96"
"16276","ENSMUSG00000058818","Pirb"
"16277","ENSMUSG00000082737","Gm12026"
"16278","ENSMUSG00000035864","Syt1"
"16279","ENSMUSG00000081880","Gm5385"
"16280","ENSMUSG00000083515","Gm14577"
"16281","ENSMUSG00000086911","Gm12027"
"16282","ENSMUSG00000033498","Strc"
"16283","ENSMUSG00000060024","Vmn1r213"
"16284","ENSMUSG00000031590","Frg1"
"16285","ENSMUSG00000082656","Vmn1r-ps125"
"16286","ENSMUSG00000024168","Tmem204"
"16287","ENSMUSG00000026229","Psmd1"
"16288","ENSMUSG00000041734","Kirrel"
"16289","ENSMUSG00000087641","Gm12811"
"16290","ENSMUSG00000082771","Gm12803"
"16291","ENSMUSG00000059027","9630013D21Rik"
"16292","ENSMUSG00000097714","Gm20109"
"16293","ENSMUSG00000061829","Vmn1r214"
"16294","ENSMUSG00000046408","1700067K01Rik"
"16295","ENSMUSG00000066684","Pilrb1"
"16296","ENSMUSG00000024169","Ift140"
"16297","ENSMUSG00000083124","Vmn1r-ps126"
"16298","ENSMUSG00000054827","Cyp2c50"
"16299","ENSMUSG00000098149","Gapdh-ps14"
"16300","ENSMUSG00000028771","Ptpn12"
"16301","ENSMUSG00000025479","Cyp2e1"
"16302","ENSMUSG00000081052","Gm6305"
"16303","ENSMUSG00000082223","Gm15079"
"16304","ENSMUSG00000083710","Gm15078"
"16305","ENSMUSG00000094568","Smarce1-ps1"
"16306","ENSMUSG00000082100","Glns-ps1"
"16307","ENSMUSG00000066170","E230001N04Rik"
"16308","ENSMUSG00000031273","Col4a6"
"16309","ENSMUSG00000043282","Teddm1b"
"16310","ENSMUSG00000033831","Fgb"
"16311","ENSMUSG00000089924","Gm15689"
"16312","ENSMUSG00000078746","Fam205a4"
"16313","ENSMUSG00000026473","Glul"
"16314","ENSMUSG00000082588","Gm15443"
"16315","ENSMUSG00000000308","Ckmt1"
"16316","ENSMUSG00000087538","Gm16341"
"16317","ENSMUSG00000086049","Gm12735"
"16318","ENSMUSG00000092367","Gm20479"
"16319","ENSMUSG00000062590","Armc9"
"16320","ENSMUSG00000074419","Gm15448"
"16321","ENSMUSG00000020454","Eif4enif1"
"16322","ENSMUSG00000089832","Shkbp1"
"16323","ENSMUSG00000047053","Teddm1a"
"16324","ENSMUSG00000045968","Teddm2"
"16325","ENSMUSG00000030427","Lilra6"
"16326","ENSMUSG00000081029","Gm15077"
"16327","ENSMUSG00000085540","Gm16036"
"16328","ENSMUSG00000083382","Gm6433"
"16329","ENSMUSG00000084934","Gm16035"
"16330","ENSMUSG00000081665","Gm15922"
"16331","ENSMUSG00000086526","Gm12762"
"16332","ENSMUSG00000081042","Psmb7-ps2"
"16333","ENSMUSG00000086404","Gm6787"
"16334","ENSMUSG00000057799","Vmn1r216"
"16335","ENSMUSG00000043964","Orai3"
"16336","ENSMUSG00000066771","Gm5614"
"16337","ENSMUSG00000021457","Syk"
"16338","ENSMUSG00000042439","Zfp532"
"16339","ENSMUSG00000040134","Rdh7"
"16340","ENSMUSG00000096413","Gm3616"
"16341","ENSMUSG00000044807","Zfp354c"
"16342","ENSMUSG00000017386","Traf4"
"16343","ENSMUSG00000030094","Xpc"
"16344","ENSMUSG00000050088","1600012H06Rik"
"16345","ENSMUSG00000061950","Ppp4r1"
"16346","ENSMUSG00000084306","Gm11743"
"16347","ENSMUSG00000029394","Cdk2ap1"
"16348","ENSMUSG00000026822","Lcn2"
"16349","ENSMUSG00000057240","Ms4a13"
"16350","ENSMUSG00000040013","Fkbp6"
"16351","ENSMUSG00000027430","Dtd1"
"16352","ENSMUSG00000073755","5730409E04Rik"
"16353","ENSMUSG00000033809","Alg3"
"16354","ENSMUSG00000030546","Plin1"
"16355","ENSMUSG00000040464","Gtpbp10"
"16356","ENSMUSG00000025902","Sox17"
"16357","ENSMUSG00000004630","Pcp2"
"16358","ENSMUSG00000083244","Gm15180"
"16359","ENSMUSG00000023883","Phf10"
"16360","ENSMUSG00000019988","Nedd1"
"16361","ENSMUSG00000059208","Hnrnpm"
"16362","ENSMUSG00000039620","6430573F11Rik"
"16363","ENSMUSG00000081210","Gm12933"
"16364","ENSMUSG00000090237","Gm16308"
"16365","ENSMUSG00000079022","Col22a1"
"16366","ENSMUSG00000018378","Cuedc1"
